date,thu,tinh,ngay_text,ky_hieu,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2025-04-12,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 12/04/2025,8DG-4DG-17DG-13DG-16DG-1DG-2DG-6DG,50,64,94,40,90,79,23,28,1,14,43,45,12,53,44,17,8,85,46,9,32,42,44,82,52,60,70
2025-04-13,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 13/04/2025,8DF-14DF-11DF-4DF-3DF-7DF,60,79,28,3,13,82,87,30,52,68,10,34,43,68,52,11,67,96,87,23,47,81,57,70,4,7,92
2025-04-14,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 14/04/2025,10DE-4DE-6DE-7DE-2DE-14DE,35,71,66,99,54,5,40,22,99,73,65,32,5,55,69,17,5,43,32,20,25,42,88,74,3,68,19
2025-04-15,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 15/04/2025,11DC-12DC-2DC-14DC-7DC-4DC,8,76,19,76,19,59,5,57,77,90,55,11,48,86,0,86,18,71,58,58,9,4,79,37,35,91,0
2025-04-16,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 16/04/2025,2DB-1DB-11DB-15DB-13DB-12DB,9,86,98,30,16,91,13,71,78,10,39,63,79,96,81,61,85,77,30,55,88,53,79,89,73,76,77
2025-04-17,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 17/04/2025,5DA-11DA-6DA-12DA-2DA-8DA,23,43,75,35,92,83,23,33,69,13,62,4,57,57,91,71,16,69,21,45,38,32,64,3,53,54,78
2025-04-18,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 18/04/2025,8EZ-14EZ-4EZ-6EZ-2EZ-3EZ,92,39,94,70,25,52,63,40,16,96,95,18,6,91,94,44,11,18,30,23,87,14,49,47,40,9,59
2025-04-19,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 19/04/2025,9EY-15EY-12EY-8EY-14EY-7EY,8,5,36,57,45,56,35,42,70,73,45,51,33,14,77,89,42,83,59,63,80,31,62,66,92,82,52
2025-04-20,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 20/04/2025,12EX-7EX-8EX-1EX-3EX-2EX,92,50,60,38,26,43,53,27,67,43,57,48,94,44,8,54,0,92,93,50,20,53,87,54,15,87,0
2025-04-21,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 21/04/2025,13EV-2EV-9EV-6EV-4EV-15EV,6,18,23,24,6,52,55,44,64,79,82,19,33,69,6,81,59,39,60,56,92,44,24,49,50,83,76
2025-04-22,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 22/04/2025,6EU-3EU-5EU-15EU-7EU-12EU,9,58,43,18,24,78,31,44,49,78,79,56,32,96,92,43,74,39,77,96,66,98,45,5,62,9,54
2025-04-23,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 23/04/2025,6ET-2ET-8ET-10ET-4ET-9ET,29,39,22,56,39,77,28,98,75,3,6,66,38,30,61,6,61,23,45,38,54,19,15,79,42,55,92
2025-04-24,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 24/04/2025,3ES-8ES-1ES-7ES-14ES-4ES,14,54,50,52,79,49,36,66,11,38,5,87,67,84,66,57,75,48,53,26,82,5,4,60,56,71,54
2025-04-25,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 25/04/2025,1ER-13ER-10ER-7ER-4ER-8ER,77,47,15,15,84,76,43,28,96,83,12,23,90,78,91,9,96,70,97,68,33,4,82,13,66,12,41
2025-04-26,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 26/04/2025,5EQ-9EQ-13EQ-2EQ-6EQ-15EQ,97,20,64,22,58,1,13,42,34,89,3,97,48,68,29,74,6,60,41,19,24,36,85,67,45,4,47
2025-04-27,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 27/04/2025,11EP-8EP-9EP-2EP-7EP-15EP,68,8,61,82,22,15,7,81,48,63,32,57,98,43,38,49,73,49,4,84,86,10,33,57,48,49,28
2025-04-28,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 28/04/2025,20EN-19EN-4EN-16EN-15EN-8EN-17EN-11EN,40,74,82,86,94,54,69,8,38,78,61,79,35,76,32,54,5,77,18,74,18,73,97,19,73,22,31
2025-04-29,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 29/04/2025,10EM-7EM-2EM-15EM-14EM-3EM-11EM-12EM,58,21,45,1,67,98,94,15,86,2,14,24,57,60,8,56,19,42,26,48,98,6,52,21,2,88,57
2025-04-30,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 30/04/2025,7EL-13EL-5EL-3EL-14EL-4EL,78,22,16,28,28,65,30,48,99,91,22,7,24,6,0,49,85,77,50,17,86,21,59,75,27,38,35
2025-05-01,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 01/05/2025,7EK-1EK-9EK-13EK-11EK-5EK,31,71,74,44,13,77,34,91,99,89,21,23,6,19,9,58,79,75,74,21,29,90,89,6,4,11,21
2025-05-02,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 02/05/2025,13EH-15EH-11EH-3EH-8EH-6EH,24,10,55,36,62,44,83,39,14,92,18,63,90,36,68,41,45,70,37,55,43,40,37,63,89,75,61
2025-05-03,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 03/05/2025,8EG-11EG-5EG-12EG-10EG-15EG,99,57,63,37,9,88,95,9,46,43,54,61,96,94,84,70,7,51,86,41,34,85,54,15,67,94,76
2025-05-04,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 04/05/2025,2EF-7EF-3EF-12EF-13EF-4EF,66,64,51,19,93,9,78,57,74,24,90,83,27,51,10,66,91,52,56,27,33,65,6,40,53,63,92
2025-05-05,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 05/05/2025,11ED-8ED-4ED-3ED-5ED-15ED,13,53,77,72,42,49,75,30,17,67,39,72,89,22,33,22,4,30,89,65,71,54,93,15,3,78,71
2025-05-06,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 06/05/2025,4EC-5EC-3EC-15EC-11EC-7EC,24,21,78,32,70,45,10,45,1,18,76,99,54,19,15,74,97,63,85,88,32,55,62,2,54,63,72
2025-05-07,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 07/05/2025,5EB-7EB-13EB-12EB-6EB-3EB,94,10,37,60,30,90,62,40,45,59,79,36,10,98,1,77,45,18,46,7,58,33,42,37,80,49,11
2025-05-08,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 08/05/2025,8EA-14EA-7EA-12EA-11EA-10EA,2,28,72,58,18,85,38,47,82,7,33,4,36,10,35,63,56,81,70,39,56,45,58,93,14,68,60
2025-05-09,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 09/05/2025,8FZ-4FZ-15FZ-13FZ-12FZ-5FZ,9,70,99,31,48,78,76,43,64,74,50,56,91,74,64,41,60,63,55,22,69,81,73,72,9,75,58
2025-05-10,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 10/05/2025,10FY-6FY-4FY-7FY-13FY-14FY,22,4,69,4,63,2,8,71,6,62,94,0,19,31,38,56,62,40,65,1,12,3,0,88,30,24,10
2025-05-11,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 11/05/2025,12FX-5FX-8FX-15FX-10FX-1FX,77,67,1,3,76,92,48,90,31,88,86,39,31,9,4,34,57,94,44,73,92,68,18,32,76,38,45
2025-05-12,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 12/05/2025,20FV-9FV-12FV-1FV-11FV-15FV-19FV-2FV,40,61,64,44,16,8,94,79,7,30,74,28,89,10,71,24,36,91,76,59,45,88,89,30,55,57,6
2025-05-13,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 13/05/2025,5FU-12FU-10FU-4FU-15FU-11FU,9,99,59,74,13,54,31,51,25,78,11,77,59,48,96,58,72,80,6,24,99,30,84,47,31,64,5
2025-05-14,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 14/05/2025,7FT-15FT-2FT-8FT-14FT-4FT,30,32,91,49,11,66,58,55,88,36,36,66,37,46,76,34,86,40,89,45,61,62,41,80,76,18,9
2025-05-15,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 15/05/2025,1FS-13FS-11FS-15FS-4FS-7FS,68,68,31,97,50,64,57,54,64,58,24,2,23,72,80,68,78,24,31,64,22,36,92,7,66,81,64
2025-05-16,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 16/05/2025,2FR-4FR-8FR-15FR-5FR-9FR,87,66,56,20,84,82,83,11,29,55,25,44,83,32,55,26,38,76,4,78,57,69,82,99,4,91,52
2025-05-17,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 17/05/2025,7FQ-13FQ-1FQ-12FQ-4FQ-9FQ,36,5,86,6,68,93,81,44,98,81,57,38,40,24,28,0,45,64,13,18,80,29,51,20,27,74,89
2025-05-18,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 18/05/2025,15FP-5FP-3FP-11FP-2FP-13FP,63,24,10,58,22,66,67,13,30,30,50,64,2,50,80,50,51,7,5,22,95,4,3,77,8,5,9
2025-05-19,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 19/05/2025,7FN-1FN-2FN-14FN-15FN-8FN,32,30,5,70,22,72,49,72,66,57,98,47,31,98,65,33,72,8,25,93,14,24,66,8,35,82,19
2025-05-20,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 20/05/2025,7FM-1FM-14FM-3FM-13FM-4FM,57,8,63,72,45,88,6,63,61,54,91,81,87,76,54,50,85,30,84,19,73,26,99,19,47,80,34
2025-05-21,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 21/05/2025,13FL-6FL-8FL-1FL-2FL-9FL,18,75,3,86,15,85,82,6,16,7,50,66,69,34,58,78,96,9,99,1,16,79,46,12,75,56,84
2025-05-22,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 22/05/2025,8FK-12FK-7FK-15FK-4FK-10FK,5,90,12,30,4,46,59,44,32,63,97,46,0,10,75,75,55,81,18,43,85,40,18,97,65,68,44
2025-05-23,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 23/05/2025,5FH-9FH-2FH-6FH-8FH-7FH,58,74,89,20,39,33,98,71,88,23,53,44,69,70,71,31,7,99,54,61,92,57,29,32,96,57,11
2025-05-24,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 24/05/2025,1FG-5FG-9FG-6FG-13FG-14FG,64,78,79,81,49,89,24,78,6,0,51,13,23,36,95,43,78,71,91,56,38,95,54,88,29,28,52
2025-05-25,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 25/05/2025,14FE-6FE-11FE-3FE-2FE-12FE,35,45,81,68,34,94,85,9,37,28,58,30,35,14,15,25,60,73,3,94,61,56,66,8,51,35,25
2025-05-26,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 26/05/2025,13FD-2FD-1FD-7FD-8FD-9FD,68,88,94,0,7,18,99,78,41,14,69,32,41,64,27,20,31,72,34,58,84,25,32,42,86,83,19
2025-05-27,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 27/05/2025,6FC-14FC-1FC-8FC-10FC-11FC-18FC-9FC,35,93,66,45,68,74,76,93,20,52,20,60,1,51,30,78,16,26,72,2,65,49,94,37,79,3,6
2025-05-28,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 28/05/2025,2FB-12FB-5FB-15FB-6FB-4FB,34,53,28,26,30,75,16,22,22,37,3,0,54,82,69,55,58,3,29,58,84,73,68,52,33,98,37
2025-05-29,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 29/05/2025,14FA-8FA-2FA-5FA-1FA-10FA,1,34,13,42,3,57,97,60,22,60,87,17,80,11,27,10,53,14,5,67,55,23,58,77,90,25,93
2025-05-30,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 30/05/2025,3GZ-2GZ-5GZ-9GZ-8GZ-11GZ,76,6,39,71,30,79,52,75,29,37,8,87,11,98,49,71,32,88,33,32,69,19,44,41,4,95,64
2025-05-31,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 31/05/2025,9GY-2GY-4GY-8GY-10GY-1GY,85,51,99,71,48,12,72,23,94,69,11,70,57,15,24,28,67,8,24,22,71,20,47,67,51,9,21
2025-06-01,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 01/06/2025,7GX-5GX-1GX-15GX-10GX-2GX,39,90,69,63,60,8,40,58,22,1,50,78,21,30,90,72,58,19,93,37,42,81,11,21,58,83,30
2025-06-02,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 02/06/2025,12GV-1GV-11GV-4GV-3GV-6GV,68,60,98,82,69,14,71,98,20,76,39,50,82,86,72,74,20,20,97,40,39,45,74,11,12,94,84
2025-06-03,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 03/06/2025,8GU-5GU-6GU-3GU-7GU-12GU,94,34,77,21,45,59,87,75,59,35,2,32,80,71,68,18,97,75,82,38,10,30,48,72,39,35,13
2025-06-04,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 04/06/2025,13GT-2GT-6GT-7GT-11GT-10GT,21,98,69,79,40,97,69,64,89,55,80,22,56,71,19,23,56,40,91,25,31,94,5,22,51,71,55
2025-06-05,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 05/06/2025,10GS-8GS-12GS-3GS-5GS-15GS,62,35,68,28,21,39,64,13,72,57,81,73,42,64,97,50,35,41,33,6,15,5,31,95,30,87,86
2025-06-06,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 06/06/2025,12GR-9GR-8GR-10GR-4GR-7GR,92,8,0,20,12,54,41,39,98,97,77,62,25,12,30,89,89,50,81,1,37,34,22,20,41,76,19
2025-06-07,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 07/06/2025,2GQ-6GQ-5GQ-12GQ-7GQ-9GQ,42,86,34,6,57,14,12,1,67,16,19,18,79,58,14,38,14,23,1,19,89,26,61,79,52,82,61
2025-06-08,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 08/06/2025,10GP-2GP-15GP-1GP-4GP-13GP,90,76,28,74,48,8,77,99,12,67,39,18,59,46,13,10,88,26,96,47,2,3,52,1,80,17,41
2025-06-09,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 09/06/2025,4GN-12GN-10GN-14GN-11GN-9GN,88,36,5,73,81,98,36,3,29,40,76,34,45,63,25,40,5,12,45,52,41,27,15,31,62,44,23
2025-06-10,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 10/06/2025,3GM-15GM-14GM-9GM-13GM-2GM-7GM-4GM,39,13,86,33,86,12,62,57,56,81,5,41,17,13,21,86,8,22,75,75,56,76,5,12,92,76,71
2025-06-11,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 11/06/2025,4GL-3GL-10GL-14GL-12GL-13GL,57,35,84,10,82,56,83,49,43,9,98,98,53,21,6,31,47,85,32,54,65,84,51,48,77,74,1
2025-06-12,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 12/06/2025,5GK-4GK-11GK-7GK-14GK-15GK,49,91,8,99,53,88,32,9,64,67,96,40,54,55,97,66,44,2,24,9,73,3,0,43,10,34,36
2025-06-13,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 13/06/2025,6GH-2GH-11GH-9GH-3GH-8GH,2,68,94,15,21,52,19,72,26,29,49,32,53,53,78,18,24,54,22,47,91,47,16,98,68,52,54
2025-06-14,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 14/06/2025,8GF-14GF-1GF-6GF-7GF-2GF,44,46,2,67,75,17,79,49,92,13,95,11,21,58,4,7,7,44,23,16,83,4,95,25,2,92,61
2025-06-15,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 15/06/2025,14GE-13GE-4GE-12GE-3GE-15GE,99,76,0,54,97,61,81,82,97,64,13,52,44,74,34,65,8,79,40,99,33,3,43,29,75,21,0
2025-06-16,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 16/06/2025,13GD-5GD-12GD-1GD-2GD-11GD,56,69,19,47,33,9,21,62,91,6,86,48,8,38,1,70,58,73,4,99,82,9,47,67,53,81,66
2025-06-17,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 17/06/2025,8GC-2GC-11GC-14GC-5GC-13GC,24,39,20,72,96,68,42,11,29,58,9,5,50,99,14,46,63,78,5,32,26,2,54,24,7,85,69
2025-06-18,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 18/06/2025,5GB-9GB-14GB-4GB-8GB-2GB,82,91,57,61,19,59,18,38,21,22,77,58,90,48,43,53,96,14,80,39,22,95,92,68,52,34,4
2025-06-19,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 19/06/2025,8GA-4GA-14GA-13GA-2GA-15GA,88,10,58,5,47,40,79,50,93,42,14,13,47,24,90,66,82,65,49,4,65,50,44,15,56,10,3
2025-06-20,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 20/06/2025,7HZ-6HZ-13HZ-1HZ-3HZ-2HZ,6,93,70,8,35,52,98,4,99,29,95,36,23,41,71,53,47,36,34,73,52,66,74,98,68,32,7
2025-06-21,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 21/06/2025,2HY-1HY-12HY-9HY-14HY-4HY,3,70,34,46,12,7,52,3,13,10,69,51,10,47,81,85,55,88,29,39,15,6,61,31,2,95,58
2025-06-22,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 22/06/2025,6HX-3HX-8HX-2HX-11HX-1HX,1,14,8,99,34,92,55,46,44,35,53,17,54,66,74,70,76,87,29,72,43,48,21,49,29,95,54
2025-06-23,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 23/06/2025,12HV-13HV-7HV-8HV-4HV-14HV,57,21,72,20,34,26,15,1,36,0,69,63,27,16,87,39,6,75,60,78,39,9,58,89,8,95,67
2025-06-24,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 24/06/2025,9HU-2HU-10HU-3HU-1HU-5HU,34,65,31,83,87,36,85,70,27,54,27,2,89,9,62,2,6,3,32,52,56,49,95,65,29,86,77
2025-06-25,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 25/06/2025,10HI-1HI-9HI-18HI-5HI-15HI-19HI-7HI,36,86,91,0,55,64,81,6,19,68,7,70,94,70,82,59,25,62,17,65,26,1,26,78,21,50,65
2025-06-26,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 26/06/2025,8HS-4HS-11HS-5HS-6HS-7HS,3,26,59,78,1,9,95,25,61,42,15,17,51,20,39,45,14,7,25,29,81,60,43,38,33,25,74
2025-06-27,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 27/06/2025,4HR-6HR-8HR-3HR-15HR-10HR,62,61,15,91,78,77,37,13,10,80,21,85,39,2,25,96,22,75,60,50,19,5,40,14,97,11,50
2025-06-28,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 28/06/2025,10HQ-4HQ-8HQ-1HQ-7HQ-9HQ,94,24,72,46,93,60,93,54,47,94,34,21,91,20,61,50,59,32,0,37,63,89,68,30,15,79,95
2025-06-29,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 29/06/2025,6HP-4HP-1HP-3HP-10HP-9HP,68,71,92,53,16,41,94,99,8,74,32,84,45,92,39,38,11,61,13,27,67,96,26,83,36,43,19
2025-06-30,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 30/06/2025,15HN-1HN-9HN-11HN-13HN-2HN,7,51,19,94,3,15,56,38,68,9,72,63,79,20,95,64,45,57,30,38,31,21,66,94,97,52,11
2025-07-01,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 01/07/2025,1HM-15HM-2HM-5HM-7HM-10HM,18,86,90,31,28,8,34,79,39,54,80,5,98,25,40,92,40,32,62,9,48,7,69,97,78,74,63
2025-07-02,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 02/07/2025,12HL-15HL-8HL-9HL-6HL-14HL,44,87,41,41,10,98,92,49,37,71,29,16,16,85,51,63,98,65,53,78,13,95,47,4,6,95,33
2025-07-03,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 03/07/2025,10HK-9HK-2HK-5HK-6HK-7HK,69,16,73,51,60,66,99,0,2,85,84,56,90,21,1,83,15,34,0,60,10,30,10,6,37,96,7
2025-07-04,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 04/07/2025,8HG-10HG-12HG-2HG-6HG-4HG,15,19,95,82,15,10,30,97,88,71,15,53,87,10,83,13,15,94,6,7,5,18,16,77,45,67,0
2025-07-05,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 05/07/2025,6HF-12HF-3HF-4HF-7HF-8HF,12,42,48,90,78,11,15,2,50,57,44,48,1,9,87,75,32,20,78,25,75,13,25,35,92,64,77
2025-07-06,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 06/07/2025,2HE-6HE-12HE-1HE-4HE-9HE,5,59,54,41,48,17,80,56,22,0,12,53,8,48,74,58,1,29,21,85,74,97,73,91,36,79,81
2025-07-07,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 07/07/2025,5HD-6HD-2HD-14HD-12HD-7HD,56,77,71,27,53,55,90,79,57,80,30,55,95,88,44,45,48,48,33,75,53,5,14,5,45,21,65
2025-07-08,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 08/07/2025,3HC-1HC-14HC-4HC-2HC-12HC,79,22,73,26,66,4,29,21,15,43,32,49,61,56,4,32,47,21,86,36,67,54,67,46,78,27,68
2025-07-09,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 09/07/2025,12HB-20HB-19HB-4HB-2HB-14HB-11HB-1HB,59,47,57,65,16,29,16,56,89,86,93,84,40,77,4,72,11,98,37,45,65,94,43,94,42,62,45
2025-07-10,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 10/07/2025,13HA-6HA-8HA-10HA-7HA-15HA,40,15,78,71,24,67,91,20,93,29,46,11,60,91,96,70,11,4,77,2,30,57,75,41,99,56,81
2025-07-11,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 11/07/2025,7KZ-12KZ-13KZ-4KZ-11KZ-9KZ,11,3,85,68,1,50,28,16,8,94,0,88,33,76,19,90,3,43,94,85,77,0,59,41,43,42,64
2025-07-12,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 12/07/2025,8KY-13KY-9KY-5KY-6KY-11KY,62,86,48,39,48,63,47,18,11,53,96,92,99,2,62,7,49,76,95,72,3,14,89,22,54,42,51
2025-07-13,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 13/07/2025,6KX-2KX-14KX-4KX-3KX-8KX,56,0,56,20,97,67,67,35,44,61,16,31,3,80,64,89,87,4,23,44,48,29,16,40,25,68,60
2025-07-14,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 14/07/2025,4KV-2KV-6KV-3KV-1KV-15KV,80,42,76,15,77,35,68,55,92,94,24,45,49,13,94,64,71,84,74,87,0,88,60,45,86,48,47
2025-07-15,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 15/07/2025,15KU-12KU-1KU-7KU-6KU-10KU,55,20,56,52,64,51,93,21,16,99,56,47,75,40,6,79,72,47,87,72,41,85,68,75,30,96,19
2025-07-16,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 16/07/2025,14KT-12KT-3KT-6KT-5KT-1KT,21,57,18,14,85,39,32,67,10,58,53,97,16,97,72,90,74,60,62,48,21,88,70,92,69,66,86
2025-07-17,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 17/07/2025,7KS-13KS-10KS-7KS-8KS-14KS,0,66,12,20,89,98,85,72,27,36,7,56,67,92,5,63,45,67,79,72,53,51,83,11,17,75,72
2025-07-18,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 18/07/2025,1KR-6KR-9KR-13KR-8KR-12KR,0,24,92,36,91,2,9,36,50,37,26,49,6,6,16,36,61,67,54,24,86,86,97,28,67,12,27
2025-07-19,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 19/07/2025,15KQ-2KQ-3KQ-11KQ-8KQ-14KQ,6,24,33,56,63,60,16,94,47,45,43,79,75,19,64,86,91,19,19,20,47,46,18,60,13,81,30
2025-07-20,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 20/07/2025,1KP-15KP-10KP-11KP-14KP-6KP,45,0,66,80,98,27,9,94,25,50,90,88,9,95,1,26,44,89,83,19,37,8,84,48,74,6,71
2025-07-21,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 21/07/2025,12KN-15KN-3KN-7KN-11KN-6KN,81,35,19,36,60,94,53,25,21,94,56,11,33,59,27,50,48,13,38,6,82,68,85,61,76,58,81
2025-07-22,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 22/07/2025,11KM-15KM-9KM-14KM-5KM-13KM,22,6,79,95,81,69,89,20,16,71,97,53,49,19,14,71,23,12,58,26,71,80,92,24,83,8,91
2025-07-23,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 23/07/2025,9KL-7KL-6KL-4KL-8KL-14KL,21,17,14,74,20,89,49,97,28,11,8,26,78,29,30,94,80,65,62,66,51,96,41,48,70,36,3
2025-07-24,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 24/07/2025,7KH-4KH-9KH-3KH-13KH-15KH,19,16,80,11,66,86,85,9,33,1,71,13,68,96,52,4,78,59,80,88,1,24,54,28,21,14,56
