date,thu,tinh,ngay_text,ky_hieu,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2022-02-13,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 13/02/2022,6SD-10SD-9SD-4SD-12SD-11SD,72,37,21,77,52,28,54,44,72,85,71,78,56,58,0,25,3,0,18,72,5,63,38,93,76,39,21
2022-02-14,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 14/02/2022,1SE-8SE-14SE-4SE-7SE-12SE,62,36,28,49,98,37,58,27,73,28,78,48,63,56,34,58,0,16,77,72,65,45,55,21,93,25,81
2022-02-15,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 15/02/2022,9SF-6SF-8SF-14SF-5SF-12SF,96,79,21,30,19,68,91,30,64,96,53,79,31,3,56,81,84,92,5,97,20,90,48,75,96,55,66
2022-02-16,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 16/02/2022,8SG-2SG-7SG-6SG-14SG-15SG,62,9,24,1,54,32,70,49,91,98,83,9,98,48,67,60,66,7,93,99,7,10,63,59,98,92,40
2022-02-17,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 17/02/2022,6SH-4SH-1SH-11SH-8SH-7SH,55,45,46,7,61,51,33,17,76,7,71,8,93,59,57,61,67,77,24,25,58,96,38,98,50,8,15
2022-02-18,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 18/02/2022,7SK-2SK-1SK-11SK-12SK-15SK,96,83,76,98,18,92,89,53,70,29,59,96,97,14,65,2,91,36,57,63,68,75,43,20,80,68,1
2022-02-19,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 19/02/2022,5SL-15SL-14SL-9SL-4SL-1SL,64,67,61,27,2,50,41,10,60,50,2,37,41,29,24,3,72,34,0,3,43,82,40,14,10,71,31
2022-02-20,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 20/02/2022,1SM-12SM-15SM-11SM-6SM-4SM,82,41,4,28,73,63,13,88,76,5,97,48,87,46,19,27,99,49,74,77,90,95,85,19,34,92,20
2022-02-21,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 21/02/2022,6SN-10SN-9SN-15SN-7SN-11SN,65,44,96,67,71,1,83,73,3,18,96,60,58,94,74,31,4,53,64,97,18,88,84,27,94,15,91
2022-02-22,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 22/02/2022,9SP-13SP-10SP-7SP-5SP-3SP,55,34,46,32,59,40,2,32,82,44,62,72,93,79,22,15,29,64,18,87,61,93,48,40,54,38,30
2022-02-23,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 23/02/2022,2SQ-6SQ-3SQ-11SQ-1SQ-8SQ,51,33,79,95,54,18,79,91,12,9,3,37,35,56,88,42,18,65,28,71,28,63,49,51,79,43,9
2022-02-24,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 24/02/2022,13SR-1SR-14SR-4SR-6SR-11SR,80,94,98,31,91,1,9,13,65,62,87,4,10,97,54,76,20,86,3,66,67,12,34,65,34,92,18
2022-02-25,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 25/02/2022,6ST-9ST-11ST-8ST-15ST-14ST,1,68,26,97,12,47,4,98,92,26,26,42,15,83,91,59,24,19,28,94,59,5,73,34,24,15,26
2022-02-26,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 26/02/2022,13SU-3SU-5SU-11SU-2SU-4SU,31,3,99,60,17,50,52,64,55,39,60,43,11,78,46,11,47,33,33,94,79,96,80,6,26,31,32
2022-02-27,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 27/02/2022,5SV-8SV-14SV-10SV-15SV-12SV,68,14,96,84,4,69,54,87,17,17,48,61,53,68,15,50,68,75,84,93,17,75,79,59,19,72,83
2022-02-28,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 28/02/2022,12SX-3SX-9SX-7SX-10SX-4SX,75,57,57,15,96,18,76,3,73,39,95,49,89,4,32,76,16,20,69,5,71,19,12,16,90,45,64
2022-03-01,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 01/03/2022,12SY-13SY-2SY-3SY-5SY-15SY,76,54,28,37,35,29,93,93,79,52,64,6,91,77,2,66,49,33,53,45,60,9,1,76,51,72,13
2022-03-02,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 02/03/2022,1SZ-8SZ-4SZ-2SZ-5SZ-7SZ,90,78,58,40,83,12,63,24,68,9,13,56,2,47,57,24,34,74,45,96,90,49,54,8,29,43,12
2022-03-03,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 03/03/2022,14TA-20TA-8TA-6TA-3TA-11TA-12TA-13TA,13,33,52,86,3,32,79,22,52,2,2,71,49,86,24,3,95,75,26,58,14,26,50,66,63,64,20
2022-03-04,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 04/03/2022,6TB-7TB-4TB-9TB-3TB-14TB,99,12,94,33,85,12,7,43,37,54,94,18,69,90,1,85,42,31,33,24,86,21,38,8,18,45,54
2022-03-05,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 05/03/2022,2TC-12TC-15TC-8TC-5TC-6TC,17,80,82,44,44,90,34,71,79,57,76,4,34,15,22,0,39,29,25,59,7,80,82,99,26,77,68
2022-03-06,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 06/03/2022,12TD-14TD-3TD-15TD-11TD-7TD,56,24,53,71,74,30,64,51,54,2,60,69,85,96,41,93,26,32,22,52,28,45,19,41,12,5,28
2022-03-07,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 07/03/2022,10TE-1TE-13TE-7TE-5TE-9TE,79,16,10,24,35,12,63,57,34,52,79,58,74,40,32,28,53,97,74,89,7,40,49,69,94,18,35
2022-03-08,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 08/03/2022,11TF-7TF-3TF-12TF-9TF-6TF,93,75,83,56,25,82,88,23,29,65,12,41,8,36,88,59,89,46,59,0,63,93,60,31,38,86,70
2022-03-09,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 09/03/2022,10TG-15TG-11TG-1TG-8TG-14TG,63,49,96,53,71,75,90,62,48,15,41,89,41,2,60,79,38,54,17,84,87,48,85,77,33,10,95
2022-03-10,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 10/03/2022,13TH-10TH-9TH-5TH-2TH-12TH,29,87,94,49,9,91,30,46,60,49,20,89,47,26,80,79,5,72,87,4,18,67,54,6,97,72,75
2022-03-11,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 11/03/2022,3TK-2TK-5TK-1TK-6TK-13TK,49,19,71,41,16,1,36,12,47,60,42,95,97,73,29,23,26,33,10,72,1,88,77,22,64,95,39
2022-03-12,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 12/03/2022,12TL-6TL-8TL-14TL-3TL-4TL,53,77,77,68,23,68,42,28,76,64,21,18,89,18,60,18,39,47,95,9,18,85,49,32,81,98,31
2022-03-13,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 13/03/2022,10TM-13TM-2TM-15TM-12TM-11TM,50,29,88,7,50,0,69,18,26,16,92,50,54,70,59,37,79,35,25,5,88,33,0,7,60,94,80
2022-03-14,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 14/03/2022,11TN-13TN-5TN-4TN-3TN-9TN,63,32,10,73,61,46,81,48,69,51,8,7,46,94,14,72,67,51,74,92,21,32,61,13,28,46,5
2022-03-15,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 15/03/2022,6TP-11TP-10TP-5TP-15TP-13TP,67,47,97,71,94,52,32,39,96,48,76,68,67,68,10,43,19,18,14,7,82,74,54,73,13,23,25
2022-03-16,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 16/03/2022,11TQ-12TQ-1TQ-3TQ-4TQ-14TQ,13,55,20,9,67,94,12,9,56,30,99,11,63,58,79,79,7,93,44,8,73,35,2,70,82,2,19
2022-03-17,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 17/03/2022,12TR-6TR-4TR-2TR-1TR-7TR,40,48,22,5,47,12,53,46,68,46,1,25,74,12,90,73,38,51,68,67,13,18,54,5,31,3,59
2022-03-18,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 18/03/2022,14TS-12TS-3TS-10TS-6TS-1TS,2,96,46,37,6,70,37,82,84,76,97,19,14,92,51,18,76,39,41,8,70,34,52,10,1,93,5
2022-03-19,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 19/03/2022,6TU-1TU-12TU-3TU-7TU-5TU,18,36,36,20,90,65,73,44,97,12,65,66,54,37,92,48,23,20,52,99,65,63,66,92,81,4,29
2022-03-20,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 20/03/2022,4TV-5TV-10TV-14TV-9TV-3TV,48,40,10,98,40,63,2,25,83,57,34,91,47,31,12,10,66,97,90,72,8,2,48,87,23,20,9
2022-03-21,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 21/03/2022,8TX-12TX-2TX-7TX-9TX-14TX,44,76,57,75,73,27,72,91,92,80,48,0,77,66,70,23,98,17,58,61,91,53,59,77,42,74,31
2022-03-22,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 22/03/2022,15TY-2TY-10TY-3TY-11TY-13TY,18,34,51,14,52,67,73,26,83,2,40,63,22,93,11,43,6,81,31,28,68,70,62,71,90,23,13
2022-03-23,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 23/03/2022,15TZ-6TZ-12TZ-5TZ-2TZ-7TZ,74,68,48,28,17,55,70,60,65,71,64,70,12,43,48,25,36,52,63,88,13,74,99,32,85,48,39
2022-03-24,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 24/03/2022,2UA-13UA-15UA-12UA-10UA-7UA,0,67,62,69,8,23,57,32,19,27,33,66,83,37,28,98,76,62,48,75,12,29,87,39,43,51,78
2022-03-25,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 25/03/2022,3UB-4UB-15UB-9UB-8UB-2UB,60,13,23,7,90,65,65,10,47,27,13,72,36,87,41,93,85,38,46,36,65,32,98,44,18,92,70
2022-03-26,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 26/03/2022,12UC-5UC-3UC-9UC-6UC-7UC,72,20,13,54,97,75,74,62,18,66,47,62,65,47,72,20,31,55,98,41,4,72,83,92,82,28,58
2022-03-27,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 27/03/2022,11UD-1UD-7UD-4UD-14UD-6UD,65,80,27,84,13,17,63,89,28,80,7,61,81,76,91,98,36,6,10,25,59,97,68,85,50,42,88
2022-03-28,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 28/03/2022,15UE-5UE-13UE-11UE-2UE-3UE,82,61,33,39,91,77,32,70,10,84,33,48,73,25,11,33,99,49,66,80,43,4,34,81,56,69,54
2022-03-29,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 29/03/2022,5UF-9UF-7UF-13UF-3UF-2UF,3,69,77,15,69,96,88,27,90,90,52,53,95,55,5,33,58,79,7,15,75,40,68,34,81,71,25
2022-03-30,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 30/03/2022,6UG-14UG-3UG-12UG-13UG-10UG,14,98,93,30,24,75,15,50,65,15,13,25,29,89,13,14,91,70,35,92,19,26,14,8,78,74,19
2022-03-31,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 31/03/2022,13UH-6UH-1UH-7UH-3UH-10UH,39,30,88,19,95,18,23,41,1,30,96,84,38,3,15,74,61,54,79,63,89,38,98,30,59,80,89
2022-04-01,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 01/04/2022,19UK-17UK-1UK-2UK-12UK-20UK-15UK-8UK,7,30,1,11,9,70,34,5,68,43,66,49,99,53,63,97,7,63,4,28,55,7,43,80,69,52,18
2022-04-02,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 02/04/2022,3UL-15UL-1UL-5UL-9UL-11UL,62,70,29,72,7,63,91,77,48,2,91,33,6,25,85,88,88,55,23,72,60,19,72,75,61,14,25
2022-04-03,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 03/04/2022,8UM-1UM-5UM-7UM-14UM-4UM,67,22,86,75,51,53,70,0,83,48,84,10,21,95,48,96,60,20,60,44,48,40,60,53,42,25,56
2022-04-04,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 04/04/2022,3UN-8UN-13UN-15UN-4UN-2UN,41,66,63,15,54,6,65,62,6,1,17,33,5,20,46,78,12,56,62,3,50,19,68,37,26,73,98
2022-04-05,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 05/04/2022,8UP-14UP-4UP-6UP-15UP-2UP,97,80,93,76,9,17,11,94,24,55,47,92,25,42,5,36,26,63,91,55,7,11,89,47,41,79,38
2022-04-06,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 06/04/2022,5UQ-8UQ-3UQ-15UQ-1UQ-7UQ,38,2,26,81,36,66,24,97,8,45,10,70,95,27,83,6,90,95,31,28,71,67,38,43,88,92,11
2022-04-07,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 07/04/2022,5UR-12UR-9UR-1UR-4UR-3UR,45,42,64,8,33,19,73,17,33,42,45,41,90,65,55,54,7,13,69,45,5,57,74,26,63,60,18
2022-04-08,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 08/04/2022,7US-4US-9US-5US-11US-8US,69,31,65,42,60,73,32,79,62,82,52,59,1,22,77,88,15,35,60,42,55,88,41,22,87,18,35
2022-04-09,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 09/04/2022,9UT-1UT-2UT-12UT-7UT-3UT,94,50,70,10,17,7,17,34,92,24,10,70,36,46,75,76,41,53,61,67,23,12,91,34,94,45,70
2022-04-10,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 10/04/2022,11UV-4UV-14UV-3UV-9UV-6UV,95,53,72,33,37,9,29,1,31,66,74,98,42,48,22,4,51,88,98,90,16,96,33,5,2,17,69
2022-04-11,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 11/04/2022,3UX-15UX-12UX-9UX-10UX-8UX,17,74,41,90,34,1,71,18,46,0,10,64,58,72,70,16,31,11,6,43,83,48,1,21,31,35,40
2022-04-12,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 12/04/2022,15UY-2UY-8UY-12UY-5UY-13UY,58,88,28,98,58,16,78,52,30,95,32,38,40,51,89,25,72,94,64,52,19,35,70,60,66,50,11
2022-04-13,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 13/04/2022,7UZ-11UZ-1UZ-14UZ-2UZ-13UZ,64,16,35,23,53,70,17,26,28,81,62,16,95,37,94,13,86,66,41,19,45,50,82,71,33,83,39
2022-04-14,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 14/04/2022,7VA-1VA-14VA-3VA-10VA-12VA,64,62,66,36,24,23,66,10,10,62,16,7,40,31,80,94,53,50,5,74,32,18,94,86,5,36,32
2022-04-15,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 15/04/2022,14VB-8VB-1VB-12VB-7VB-15VB,45,31,87,92,51,75,48,34,91,78,94,76,0,39,17,37,37,38,64,85,7,21,20,60,31,54,32
2022-04-16,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 16/04/2022,7VC-1VC-11VC-2VC-10VC-15VC,54,20,81,27,8,45,46,69,10,73,77,36,90,66,83,91,81,70,80,69,69,85,2,48,81,98,94
2022-04-17,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 17/04/2022,15VD-7VD-1VD-8VD-2VD-11VD,47,1,68,9,29,85,69,93,49,40,68,76,72,1,78,49,95,32,35,18,98,15,98,65,90,33,97
2022-04-18,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 18/04/2022,15VE-2VE-6VE-4VE-11VE-3VE,36,47,84,77,50,18,7,61,18,11,43,77,98,47,22,75,64,75,72,47,65,67,29,70,58,4,93
2022-04-19,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 19/04/2022,6VF-13VF-3VF-5VF-1VF-14VF,64,43,75,72,82,41,54,11,77,81,69,20,36,58,47,38,67,13,61,88,46,7,4,23,50,71,28
2022-04-20,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 20/04/2022,14VG-5VG-6VG-2VG-7VG-4VG,53,71,50,86,71,0,23,19,25,82,67,64,68,38,46,41,11,41,79,10,2,35,17,76,28,23,61
2022-04-21,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 21/04/2022,9VH-13VH-6VH-14VH-5VH-3VH,91,7,68,44,59,21,79,62,75,8,47,0,94,71,18,6,49,70,74,91,95,35,27,96,43,75,54
2022-04-22,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 22/04/2022,14VK-15VK-9VK-5VK-1VK-4VK,95,35,43,84,56,90,97,65,77,61,51,69,50,98,63,63,46,65,61,92,63,47,42,83,63,37,18
2022-04-23,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 23/04/2022,8VL-15VL-3VL-9VL-1VL-12VL,18,15,54,83,45,13,40,80,85,78,98,18,9,18,76,63,22,45,57,41,68,38,55,12,80,97,58
2022-04-24,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 24/04/2022,6VM-11VM-15VM-1VM-12VM-3VM,85,52,63,71,47,49,5,62,52,2,47,43,77,62,46,41,71,12,20,1,50,8,10,41,11,50,45
2022-04-25,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 25/04/2022,1VN-12VN-3VN-9VN-15VN-11VN,68,50,8,55,91,51,57,76,92,78,46,65,67,97,95,57,63,89,60,38,95,19,28,51,6,41,11
2022-04-26,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 26/04/2022,1VP-5VP-15VP-8VP-3VP-10VP,47,35,58,75,94,18,14,26,36,10,40,38,6,65,52,31,13,45,76,1,54,0,31,22,47,6,92
2022-04-27,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 27/04/2022,14VQ-13VQ-10VQ-3VQ-7VQ-5VQ,41,8,66,58,60,24,18,19,90,65,53,89,46,42,10,28,66,22,79,83,83,18,15,1,0,76,14
2022-04-28,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 28/04/2022,7VR-8VR-1VR-12VR-11VR-16VR-20VR-6VR,2,73,7,37,77,55,22,8,76,28,97,95,25,30,85,18,75,66,35,99,40,0,88,1,4,8,86
2022-04-29,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 29/04/2022,11VS-15VS-7VS-6VS-14VS-13VS,39,41,86,48,78,2,71,34,72,84,8,22,16,15,7,14,48,6,58,60,55,12,47,80,56,15,35
2022-04-30,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 30/04/2022,10VT-5VT-4VT-15VT-2VT-8VT,24,41,55,93,5,46,24,50,67,31,81,46,8,9,9,66,91,72,70,68,65,55,30,49,30,65,34
2022-05-01,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 01/05/2022,4VU-11VU-20VU-1VU-14VU-8VU-5VU-12VU,91,90,54,36,17,13,86,42,42,4,48,13,48,76,71,82,77,60,67,74,18,11,68,11,1,38,82
2022-05-02,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 02/05/2022,3VX-14VX-7VX-8VX-12VX-1VX,79,88,10,25,33,16,39,80,11,29,38,44,87,44,38,48,81,18,6,34,58,58,15,57,95,91,9
2022-05-03,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 03/05/2022,13VY-2VY-15VY-10VY-9VY-5VY,43,79,71,38,34,72,15,28,44,70,91,56,39,41,80,10,57,72,9,8,21,28,84,99,55,96,97
2022-05-04,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 04/05/2022,4VZ-14VZ-9VZ-10VZ-6VZ-8VZ,10,29,24,97,92,13,35,83,79,46,1,72,11,89,54,82,51,52,94,11,67,89,12,79,25,4,85
2022-05-05,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 05/05/2022,6XA-9XA-15XA-13XA-3XA-1XA,54,43,63,62,72,18,72,57,14,27,42,98,0,27,39,2,43,71,39,13,26,88,99,6,10,45,12
2022-05-06,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 06/05/2022,8XB-9XB-14XB-3XB-7XB-6XB,16,69,99,69,35,35,13,47,97,73,43,15,58,69,20,84,61,11,82,54,99,64,20,34,10,31,3
2022-05-07,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 07/05/2022,9XC-10XC-13XC-7XC-5XC-14XC,1,79,61,5,16,88,95,56,29,31,22,30,50,29,26,13,13,3,14,16,73,47,56,20,24,60,30
2022-05-08,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 08/05/2022,8XD-10XD-3XD-5XD-13XD-4XD,39,95,52,51,91,57,60,44,7,43,74,48,85,8,99,46,18,14,71,55,74,99,39,92,70,16,23
2022-05-09,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 09/05/2022,10XE-1XE-6XE-11XE-8XE-4XE,59,56,28,64,13,28,65,13,93,47,42,78,71,14,94,0,62,16,1,77,59,42,48,48,28,8,86
2022-05-10,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 10/05/2022,1XF-6XF-10XF-7XF-14XF-2XF,6,63,72,23,88,86,4,73,96,29,3,77,66,20,4,7,71,79,5,17,48,60,9,90,37,53,5
2022-05-11,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 11/05/2022,13XG-12XG-2XG-4XG-9XG-7XG,24,16,93,31,15,36,80,95,90,38,8,13,38,87,25,6,51,71,36,21,4,74,92,37,15,1,24
2022-05-12,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 12/05/2022,7XH-13XH-15XH-9XH-5XH-12XH,65,44,56,59,90,90,95,98,3,39,58,26,90,13,75,44,46,78,53,1,92,25,35,31,33,39,51
2022-05-13,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 13/05/2022,6XK-1XK-15XK-10XK-3XK-5XK,36,18,94,66,12,33,64,52,2,56,59,87,74,38,56,91,43,66,26,87,69,27,55,51,49,82,8
2022-05-14,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 14/05/2022,15XL-10XL-11XL-2XL-6XL-7XL,75,68,32,21,71,33,53,96,87,91,5,9,21,18,31,69,70,88,79,47,85,36,57,5,74,8,52
2022-05-15,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 15/05/2022,8XM-3XM-10XM-2XM-11XM-4XM,49,16,42,94,63,65,52,8,29,76,13,5,66,25,54,32,25,91,43,12,84,73,85,10,94,56,49
2022-05-16,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 16/05/2022,11XN-13XN-6XN-7XN-12XN-8XN,13,77,45,92,37,67,49,46,64,60,21,10,89,44,56,89,11,57,11,51,53,68,78,87,38,34,88
2022-05-17,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 17/05/2022,6XP-1XP-14XP-10XP-4XP-2XP,53,96,98,21,76,48,46,15,66,2,32,6,34,95,58,90,11,60,60,68,49,32,41,56,19,2,48
2022-05-18,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 18/05/2022,8XQ-13XQ-6XQ-2XQ-7XQ-9XQ,49,64,74,86,57,78,95,17,60,30,50,57,90,75,72,32,53,99,26,43,13,66,50,28,57,2,77
2022-05-19,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 19/05/2022,9XR-13XR-2XR-7XR-12XR-14XR,68,76,36,10,66,92,76,7,23,11,53,4,64,76,14,89,45,81,6,86,45,86,54,4,71,25,50
2022-05-20,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 20/05/2022,10XS-15XS-3XS-12XS-5XS-11XS,95,24,48,78,73,48,25,74,9,28,79,36,26,6,99,76,12,38,19,77,18,46,74,22,23,60,58
2022-05-21,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 21/05/2022,11XT-6XT-2XT-8XT-3XT-5XT,98,30,64,74,0,37,33,31,9,12,30,99,80,27,38,44,89,27,58,91,59,93,47,53,64,13,80
2022-05-22,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 22/05/2022,8XU-5XU-1XU-13XU-6XU-7XU,47,58,53,4,48,51,77,72,31,22,11,83,59,99,41,74,11,29,15,19,71,95,3,57,56,1,47
2022-05-23,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 23/05/2022,6XV-14XV-5XV-4XV-1XV-10XV,13,6,26,19,55,98,66,99,92,42,22,95,36,80,92,48,40,8,77,29,25,79,53,17,54,81,51
2022-05-24,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 24/05/2022,11XY-8XY-9XY-7XY-13XY-6XY,18,58,19,1,19,55,56,26,1,93,57,77,15,84,38,68,15,37,76,85,85,19,94,30,87,41,49
2022-05-25,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 25/05/2022,14XZ-10XZ-7XZ-4XZ-3XZ-8XZ,9,45,99,77,43,75,56,39,24,48,23,38,97,69,79,13,64,14,47,91,48,4,59,77,66,1,59
2022-05-26,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 26/05/2022,7YA-6YA-8YA-10YA-11YA-1YA,17,85,93,50,40,46,30,50,83,77,27,16,61,59,21,19,20,93,93,93,96,54,35,57,13,63,47
2022-05-27,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 27/05/2022,8YB-11YB-2YB-14YB-5YB-15YB,67,12,75,71,59,33,41,9,7,46,0,20,76,71,78,4,52,31,13,22,57,78,65,13,84,54,92
2022-05-28,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 28/05/2022,10YC-3YC-1YC-15YC-11YC-4YC,18,13,92,76,88,20,19,57,23,14,7,73,69,69,17,53,7,30,41,62,19,40,92,63,53,39,59
